"Date","Price","Open","High","Low","Vol.","Change %"
"07/30/2018","128.52","124.64","128.52","124.64","0.94K","1.87%"
"07/27/2018","126.16","122.40","128.52","121.64","0.77K","3.27%"
"07/26/2018","122.16","121.76","122.16","121.76","1.49K","0.26%"
"07/25/2018","121.84","123.44","124.00","120.80","7.49K","-0.91%"
"07/24/2018","122.96","121.36","125.76","121.36","3.04K","-2.60%"
"07/23/2018","126.24","124.56","126.40","124.56","0.87K","0.94%"
"07/20/2018","125.07","126.52","126.60","124.64","0.67K","0.22%"
"07/19/2018","124.80","124.80","125.48","124.48","0.63K","2.09%"
"07/18/2018","122.24","122.24","124.40","121.52","1.29K","-0.52%"
"07/17/2018","122.88","122.92","122.92","122.88","2.56K","-1.66%"
"07/16/2018","124.96","124.88","126.62","124.48","6.98K","-1.54%"
"07/13/2018","126.91","127.68","127.68","126.91","2.68K","-0.85%"
"07/12/2018","128.00","129.76","129.76","128.00","0.67K","-2.56%"
"07/11/2018","131.36","131.68","132.96","131.28","0.42K","3.30%"
"07/10/2018","127.16","128.72","128.92","127.16","3.93K","-2.12%"
"07/09/2018","129.92","132.00","132.00","129.88","14.07K","-5.49%"
"07/06/2018","137.46","140.32","140.32","137.46","0.22K","-4.96%"
"07/05/2018","144.64","144.64","144.64","144.64","0.04K","-4.19%"
"07/03/2018","150.96","150.96","150.96","150.96","0.01K","0.00%"
"07/02/2018","150.96","156.40","156.40","150.96","0.77K","2.22%"
"06/29/2018","147.68","146.96","148.00","143.88","0.47K","-5.82%"
"06/28/2018","156.80","158.96","159.12","156.44","0.50K","1.82%"
"06/27/2018","154.00","144.64","154.96","144.28","1.44K","5.36%"
"06/26/2018","146.16","148.96","149.44","143.52","0.38K","-4.09%"
"06/25/2018","152.40","141.04","156.20","141.04","26.25K","14.35%"
"06/22/2018","133.28","132.08","134.22","131.60","0.43K","-2.60%"
"06/21/2018","136.84","129.12","138.80","129.12","9.34K","6.61%"
"06/20/2018","128.36","128.64","128.64","126.96","13.13K","-2.28%"
"06/19/2018","131.35","132.84","134.84","131.12","1.19K","5.09%"
"06/18/2018","124.99","130.36","130.36","124.88","4.38K","-1.18%"
"06/15/2018","126.48","128.00","128.08","126.48","0.54K","1.11%"
"06/14/2018","125.09","126.40","126.40","124.88","0.67K","-2.70%"
"06/13/2018","128.56","126.64","129.28","126.64","0.38K","0.50%"
"06/12/2018","127.92","127.12","127.92","127.12","0.35K","-0.31%"
"06/11/2018","128.32","130.80","130.80","128.00","1.17K","-1.08%"
"06/08/2018","129.72","129.72","129.72","129.72","0.04K","-1.19%"
"06/07/2018","131.28","128.92","134.56","128.92","3.01K","1.17%"
"06/06/2018","129.76","132.40","132.40","129.76","0.35K","-4.64%"
"06/05/2018","136.08","136.08","136.08","136.08","0.07K","-3.16%"
"06/04/2018","140.52","140.52","140.52","140.52","0.04K","0.00%"
"06/01/2018","140.52","141.32","141.36","140.52","2.59K","-4.90%"
"05/31/2018","147.76","147.80","149.28","145.84","0.95K","1.04%"
"05/30/2018","146.24","147.68","147.68","146.24","0.72K","-4.84%"
"05/29/2018","153.68","144.24","157.72","144.24","2.41K","13.60%"
"05/25/2018","135.28","136.72","136.72","135.28","0.19K","-1.05%"
"05/24/2018","136.72","138.56","141.96","136.72","1.71K","0.59%"
"05/23/2018","135.92","143.76","143.76","135.92","0.40K","-0.77%"
"05/22/2018","136.97","136.97","136.97","136.97","0.09K","0.71%"
"05/21/2018","136.00","134.64","137.24","134.64","0.82K","-4.01%"
"05/18/2018","141.68","141.84","141.96","141.68","0.40K","0.71%"
"05/17/2018","140.68","143.48","143.48","140.68","0.38K","-2.48%"
"05/16/2018","144.26","146.00","146.00","142.96","0.19K","-3.31%"
"05/15/2018","149.20","146.28","149.20","145.28","0.42K","7.25%"
"05/14/2018","139.12","139.12","139.12","139.12","0.08K","-2.93%"
"05/11/2018","143.32","145.68","147.04","143.32","18.69K","-2.40%"
"05/10/2018","146.84","146.44","146.84","146.44","0.20K","-5.36%"
"05/09/2018","155.16","156.96","156.96","154.76","0.73K","-2.42%"
"05/08/2018","159.00","159.00","159.00","159.00","","0.00%"
"05/07/2018","159.00","159.56","159.56","159.00","0.27K","-1.36%"
"05/04/2018","161.20","161.20","161.20","161.20","0.05K","-6.28%"
"05/03/2018","172.00","167.92","175.00","167.92","0.57K","8.15%"
"05/02/2018","159.04","162.28","162.64","159.04","0.15K","-6.14%"
"05/01/2018","169.44","169.20","169.44","169.20","0.07K","3.27%"
"04/30/2018","164.08","164.08","164.08","164.08","0.00K","-0.98%"
"04/27/2018","165.70","166.96","166.96","165.70","0.07K","-2.44%"
"04/26/2018","169.84","175.04","175.04","169.28","0.32K","-4.69%"
"04/25/2018","178.20","183.00","183.00","177.20","1.14K","7.12%"
"04/24/2018","166.36","166.36","166.36","166.36","0.20K","-0.02%"
"04/23/2018","166.40","167.60","167.60","164.36","0.37K","-1.21%"
"04/20/2018","168.44","170.20","170.20","168.44","0.32K","2.78%"
"04/19/2018","163.88","166.72","169.36","163.84","5.88K","1.01%"
"04/18/2018","162.24","165.04","165.04","162.08","0.48K","0.65%"
"04/17/2018","161.20","161.20","161.20","161.20","0.18K","-7.67%"
"04/16/2018","174.60","174.60","174.60","174.60","0.14K","-5.07%"
"04/13/2018","183.92","183.92","183.92","183.92","0.19K","-4.39%"
"04/12/2018","192.36","192.36","192.36","192.36","0.19K","-3.43%"
"04/11/2018","199.20","199.20","199.20","199.20","0.03K","0.00%"
"04/10/2018","199.20","199.20","199.20","199.20","0.03K","0.00%"
"04/09/2018","199.20","199.20","199.20","199.20","0.26K","0.00%"
"04/06/2018","199.20","191.64","206.80","191.64","0.23K","5.13%"
"04/05/2018","189.48","189.48","189.48","189.48","0.50K","-2.69%"
"04/04/2018","194.72","210.48","210.88","194.16","0.69K","-1.89%"
"04/03/2018","198.48","202.24","204.68","198.48","0.15K","-4.28%"
"04/02/2018","207.36","194.64","213.68","193.76","1.13K","5.80%"
"03/29/2018","196.00","196.00","196.00","196.00","0.10K","-2.19%"
"03/28/2018","200.38","204.92","206.00","200.38","13.13K","0.63%"
"03/27/2018","199.12","185.20","202.40","185.20","8.46K","7.52%"
"03/26/2018","185.20","188.56","196.88","185.20","8.44K","-7.40%"
"03/23/2018","200.00","188.16","200.08","182.08","7.82K","5.93%"
"03/22/2018","188.80","180.64","190.12","173.72","6.91K","15.15%"
"03/21/2018","163.96","167.84","168.48","159.20","3.83K","-3.64%"
"03/20/2018","170.16","172.32","172.32","170.16","0.47K","-1.91%"
"03/19/2018","173.48","161.28","180.72","161.28","4.36K","10.36%"
"03/16/2018","157.20","157.20","157.20","157.20","0.25K","-2.82%"
"03/15/2018","161.76","161.04","162.76","161.04","0.20K","-2.79%"
"03/14/2018","166.40","161.96","167.88","161.96","5.99K","2.19%"
"03/13/2018","162.84","160.32","162.84","160.32","0.40K","2.39%"
"03/12/2018","159.04","155.68","160.00","155.68","0.48K","3.95%"
"03/09/2018","153.00","161.28","161.28","153.00","3.69K","-10.19%"
"03/08/2018","170.36","170.32","170.40","170.32","13.96K","-1.05%"
"03/07/2018","172.16","178.00","178.00","172.12","0.81K","-1.49%"
"03/06/2018","174.76","172.48","180.04","172.48","5.26K","0.53%"
"03/05/2018","173.84","183.88","183.88","172.16","8.79K","-3.68%"
"03/02/2018","180.48","198.72","202.08","180.48","13.97K","-4.41%"
"03/01/2018","188.80","175.28","197.28","175.28","11.34K","6.88%"
"02/28/2018","176.64","165.28","177.32","164.80","18.08K","4.13%"
"02/27/2018","169.64","156.68","170.48","156.68","17.37K","7.97%"
"02/26/2018","157.12","157.28","158.04","154.80","1.03K","-2.99%"
"02/23/2018","161.96","170.08","171.44","161.88","13.91K","-7.81%"
"02/22/2018","175.68","172.96","178.04","171.20","13.94K","-1.30%"
"02/21/2018","178.00","173.64","178.16","164.32","35.67K","1.51%"
"02/20/2018","175.36","172.80","178.72","171.56","10.98K","4.08%"
"02/16/2018","168.48","168.80","170.96","162.24","4.65K","1.49%"
"02/15/2018","166.00","164.12","171.36","163.54","3.39K","-2.31%"
"02/14/2018","169.92","189.28","189.32","169.28","22.33K","-11.44%"
"02/13/2018","191.88","195.24","196.24","190.40","9.15K","-1.19%"
"02/12/2018","194.20","193.12","200.32","192.00","3.65K","-3.44%"
"02/09/2018","201.12","198.88","225.60","196.00","11.12K","-8.88%"
"02/08/2018","220.72","181.72","220.72","181.44","25.20K","23.89%"
"02/07/2018","178.16","174.96","180.36","167.68","6.95K","3.31%"
"02/06/2018","172.46","184.00","232.40","172.46","3.09K","-1.70%"
"02/05/2018","175.44","135.76","177.48","130.52","13.08K","33.52%"
"02/02/2018","131.40","120.16","133.20","120.12","7.30K","12.86%"
"02/01/2018","116.43","120.60","120.60","115.68","2.69K","-5.03%"
"01/31/2018","122.60","119.84","122.72","119.84","2.30K","0.33%"
"01/30/2018","122.20","123.16","127.24","121.96","15.83K","3.28%"
"01/29/2018","118.32","116.80","118.32","116.80","0.36K","6.94%"
"01/26/2018","110.64","110.64","110.64","110.64","","0.00%"
"01/25/2018","110.64","110.64","110.64","110.64","","0.00%"
"01/24/2018","110.64","111.58","111.58","110.64","0.43K","2.63%"
"01/23/2018","107.80","106.80","107.80","106.80","0.60K","1.58%"
"01/22/2018","106.12","106.12","106.12","106.12","0.05K","-1.38%"
"01/19/2018","107.60","108.20","109.48","107.28","2.20K","-1.32%"
