"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2021","27.20","27.17","28.56","26.77","52.00M","3.34%"
"08/16/2021","26.32","26.93","27.48","26.32","32.55M","0.15%"
"08/13/2021","26.28","25.87","26.39","25.75","16.97M","0.15%"
"08/12/2021","26.24","26.96","27.05","25.94","18.45M","-2.02%"
"08/11/2021","26.78","27.29","27.53","26.68","19.71M","-2.72%"
"08/10/2021","27.53","27.67","27.92","27.23","17.54M","-1.71%"
"08/09/2021","28.01","28.25","28.55","27.77","20.83M","-1.02%"
"08/08/2021","28.30","28.30","28.30","28.30","","0.00%"
"08/07/2021","28.30","28.30","28.30","28.30","","0.00%"
"08/06/2021","28.30","28.75","28.93","28.27","19.03M","-2.58%"
"08/05/2021","29.05","29.47","29.51","29.02","18.18M","-2.42%"
"08/04/2021","29.77","30.39","30.48","29.48","17.49M","-0.13%"
"08/03/2021","29.81","30.90","31.70","29.80","28.97M","-5.00%"
"08/02/2021","31.38","29.87","31.54","29.76","22.80M","3.87%"
"07/30/2021","30.21","30.60","30.60","29.52","21.89M","2.44%"
"07/29/2021","29.49","29.79","29.82","29.29","15.72M","-1.67%"
"07/28/2021","29.99","30.52","31.42","29.56","30.24M","-2.82%"
"07/27/2021","30.86","30.57","32.42","30.57","39.80M","3.38%"
"07/26/2021","29.85","30.74","31.05","29.85","20.69M","-1.58%"
"07/23/2021","30.33","29.82","30.44","29.74","23.22M","-0.46%"
"07/22/2021","30.47","30.07","30.93","29.72","24.61M","1.77%"
"07/21/2021","29.94","31.19","31.36","29.87","24.34M","-6.35%"
"07/20/2021","31.97","34.62","35.22","31.54","35.42M","-8.42%"
"07/19/2021","34.91","32.35","37.04","32.05","79.13M","14.27%"
"07/16/2021","30.55","28.69","30.62","28.51","26.68M","4.16%"
"07/15/2021","29.33","29.64","30.00","29.15","32.81M","1.45%"
"07/14/2021","28.91","28.87","29.95","28.66","27.00M","-2.30%"
"07/13/2021","29.59","29.26","29.70","28.61","22.04M","1.20%"
"07/12/2021","29.24","29.44","29.65","29.04","14.06M","-0.65%"
"07/09/2021","29.43","30.59","30.79","29.28","23.35M","-6.72%"
"07/08/2021","31.55","32.23","32.45","31.04","36.93M","6.48%"
"07/07/2021","29.63","29.30","30.60","29.20","19.60M","0.20%"
"07/06/2021","29.57","28.65","30.44","28.64","25.32M","2.28%"
"07/05/2021","28.91","28.91","28.91","28.91","","0.00%"
"07/04/2021","28.91","28.91","28.91","28.91","","0.00%"
"07/03/2021","28.91","28.91","28.91","28.91","","0.00%"
"07/02/2021","28.91","28.23","29.10","28.07","27.16M","-0.24%"
"07/01/2021","28.98","29.11","29.41","28.94","17.96M","-1.63%"
"06/30/2021","29.46","30.00","30.16","29.19","19.10M","-1.04%"
"06/29/2021","29.77","28.98","29.80","28.91","14.23M","2.13%"
"06/28/2021","29.15","28.93","29.63","28.85","17.05M","0.00%"
"06/25/2021","29.15","29.56","29.90","29.15","15.93M","-1.85%"
"06/24/2021","29.70","29.50","29.86","29.44","14.29M","-1.95%"
"06/23/2021","30.29","30.43","30.59","29.97","15.04M","-1.88%"
"06/22/2021","30.87","32.72","32.88","30.87","18.50M","-5.13%"
"06/21/2021","32.54","33.45","34.48","32.04","23.11M","-6.20%"
"06/18/2021","34.69","33.43","34.86","32.54","50.29M","8.78%"
"06/17/2021","31.89","32.13","32.55","30.78","31.18M","-0.56%"
"06/16/2021","32.07","31.37","32.91","30.81","49.20M","0.88%"
"06/15/2021","31.79","31.22","32.00","31.13","21.53M","2.19%"
"06/14/2021","31.11","30.74","31.68","30.66","20.28M","0.94%"
"06/11/2021","30.82","31.06","31.16","30.58","19.85M","-2.87%"
"06/10/2021","31.73","32.77","32.98","31.65","24.33M","-5.79%"
"06/09/2021","33.68","32.81","33.91","32.77","16.13M","1.63%"
"06/08/2021","33.14","32.56","33.85","32.52","20.54M","1.07%"
"06/07/2021","32.79","33.36","33.70","32.76","14.14M","-1.80%"
"06/04/2021","33.39","34.13","34.13","33.25","19.78M","-5.28%"
"06/03/2021","35.25","35.67","36.15","34.73","24.71M","1.85%"
"06/02/2021","34.61","35.12","35.45","34.11","19.86M","-2.59%"
"06/01/2021","35.53","33.85","35.57","33.68","19.16M","2.39%"
"05/28/2021","34.70","33.79","34.72","33.67","16.92M","1.58%"
"05/27/2021","34.16","35.48","35.52","33.97","18.91M","-4.85%"
"05/26/2021","35.90","37.13","37.25","35.76","22.88M","-4.77%"
"05/25/2021","37.70","37.47","38.35","37.38","18.78M","-0.08%"
"05/24/2021","37.73","38.67","38.70","37.31","15.66M","-4.43%"
"05/21/2021","39.48","39.33","40.02","38.85","24.67M","-1.28%"
"05/20/2021","39.99","41.15","41.74","39.61","29.56M","-5.57%"
"05/19/2021","42.35","43.29","46.27","42.06","64.81M","4.70%"
"05/18/2021","40.45","39.37","40.57","38.42","28.26M","1.45%"
"05/17/2021","39.87","39.32","41.40","38.68","33.85M","3.29%"
"05/14/2021","38.60","41.43","41.44","38.22","22.62M","-11.77%"
"05/13/2021","43.75","45.61","45.69","42.73","43.26M","-9.61%"
"05/12/2021","48.40","42.82","49.93","42.70","72.18M","17.45%"
"05/11/2021","41.21","40.53","42.15","39.30","40.35M","7.46%"
"05/10/2021","38.35","36.68","38.40","36.04","24.61M","4.38%"
"05/07/2021","36.74","38.92","39.03","36.58","18.43M","-5.67%"
"05/06/2021","38.95","39.30","40.88","38.83","22.09M","-0.61%"
"05/05/2021","39.19","39.50","40.42","38.48","20.35M","-2.54%"
"05/04/2021","40.21","39.75","42.39","39.46","35.52M","3.77%"
"05/03/2021","38.75","39.20","39.62","38.70","15.51M","-3.51%"
"04/30/2021","40.16","39.41","40.53","38.93","19.49M","4.12%"
"04/29/2021","38.57","38.15","40.17","38.00","21.68M","-0.77%"
"04/28/2021","38.87","38.84","39.39","38.49","14.36M","-0.36%"
"04/27/2021","39.01","39.59","40.24","38.84","13.86M","-2.03%"
"04/26/2021","39.82","39.77","40.43","39.63","11.53M","-0.87%"
"04/23/2021","40.17","41.37","41.58","39.28","31.22M","-3.90%"
"04/22/2021","41.80","39.32","42.56","39.08","28.04M","6.20%"
"04/21/2021","39.36","41.80","42.32","39.16","13.57M","-5.38%"
"04/20/2021","41.60","41.20","42.96","40.84","21.67M","2.26%"
"04/19/2021","40.68","39.56","41.80","39.40","20.71M","3.67%"
"04/16/2021","39.24","39.84","40.16","38.92","12.35M","-1.60%"
"04/15/2021","39.88","40.24","40.44","39.64","13.29M","-3.30%"
"04/14/2021","41.24","40.52","41.48","40.16","14.93M","2.18%"
"04/13/2021","40.36","40.68","40.84","40.00","12.16M","-0.69%"
"04/12/2021","40.64","41.56","42.36","40.64","10.43M","-1.45%"
"04/09/2021","41.24","41.68","41.94","40.56","11.98M","-0.19%"
"04/08/2021","41.32","41.36","41.76","40.92","10.66M","-1.53%"
"04/07/2021","41.96","43.08","43.22","41.76","10.05M","-2.60%"
"04/06/2021","43.08","43.04","43.38","42.32","11.13M","0.00%"
"04/05/2021","43.08","42.84","43.58","42.68","13.20M","-2.53%"
"04/01/2021","44.20","45.00","45.28","43.88","11.99M","-3.07%"
"03/31/2021","45.60","45.52","46.60","44.76","14.68M","-0.78%"
"03/30/2021","45.96","48.04","48.60","45.92","11.82M","-4.33%"
"03/29/2021","48.04","48.04","49.48","47.56","15.85M","2.30%"
"03/26/2021","46.96","48.04","49.96","46.40","19.74M","-4.01%"
"03/25/2021","48.92","50.76","53.20","48.64","18.67M","-3.01%"
"03/24/2021","50.44","48.96","50.48","47.96","11.97M","0.88%"
"03/23/2021","50.00","48.12","50.90","47.92","15.35M","4.69%"
"03/22/2021","47.76","50.48","50.76","47.40","12.06M","-6.50%"
"03/19/2021","51.08","52.84","54.24","50.80","14.36M","-3.91%"
"03/18/2021","53.16","51.44","53.64","50.40","15.64M","5.56%"
"03/17/2021","50.36","53.20","53.50","50.28","16.42M","-4.33%"
"03/16/2021","52.64","52.56","52.72","51.08","12.81M","0.00%"
"03/15/2021","52.64","55.64","56.06","52.44","12.62M","-5.66%"
"03/12/2021","55.80","57.92","58.12","55.80","11.85M","-1.90%"
"03/11/2021","56.88","57.40","57.52","56.48","10.69M","-2.47%"
"03/10/2021","58.32","57.48","58.78","57.48","11.41M","-1.29%"
"03/09/2021","59.08","59.84","60.12","58.36","13.22M","-4.03%"
"03/08/2021","61.56","60.60","62.08","59.32","17.49M","1.79%"
"03/05/2021","60.48","62.60","66.96","60.28","25.97M","-7.07%"
"03/04/2021","65.08","61.72","67.84","60.32","30.64M","4.23%"
"03/03/2021","62.44","59.44","62.60","58.92","25.53M","4.28%"
"03/02/2021","59.88","59.48","60.19","58.64","12.46M","0.88%"
"03/01/2021","59.36","60.32","60.32","58.60","13.45M","-7.42%"
"02/26/2021","64.12","64.32","69.16","62.60","30.34M","-4.53%"
"02/25/2021","67.16","59.20","68.80","58.20","38.90M","15.95%"
"02/24/2021","57.92","61.92","62.56","57.76","14.92M","-3.98%"
"02/23/2021","60.32","63.28","66.40","60.24","23.32M","-4.13%"
"02/22/2021","62.92","62.40","62.96","60.60","13.79M","4.17%"
"02/19/2021","60.40","62.08","62.26","59.68","15.57M","-3.58%"
"02/18/2021","62.64","64.08","64.88","62.00","13.72M","0.51%"
"02/17/2021","62.32","64.64","65.72","62.12","13.80M","-2.07%"
"02/16/2021","63.64","63.24","64.36","62.40","13.40M","1.08%"
"02/12/2021","62.96","65.72","65.72","62.84","12.28M","-3.32%"
"02/11/2021","65.12","65.84","68.16","65.04","12.31M","-2.34%"
"02/10/2021","66.68","65.16","68.60","65.04","16.74M","1.65%"
"02/09/2021","65.60","66.24","66.68","64.76","8.57M","0.43%"
"02/08/2021","65.32","65.52","66.52","65.32","6.54M","-0.85%"
"02/05/2021","65.88","65.68","67.24","65.64","8.67M","-0.18%"
"02/04/2021","66.00","67.52","67.68","66.00","7.63M","-4.35%"
"02/03/2021","69.00","71.16","72.24","68.88","9.37M","-5.17%"
"02/02/2021","72.76","75.64","75.84","72.00","10.60M","-8.50%"
"02/01/2021","79.52","80.36","85.16","78.42","16.28M","-5.69%"
"01/29/2021","84.32","81.16","87.04","76.76","30.79M","6.52%"
"01/28/2021","79.16","77.52","81.12","75.28","19.17M","-2.27%"
"01/27/2021","81.00","70.68","82.24","70.56","31.10M","17.73%"
"01/26/2021","68.80","67.04","68.80","64.20","12.16M","0.82%"
"01/25/2021","68.24","66.20","71.10","65.76","18.52M","4.02%"
"01/22/2021","65.60","66.32","66.70","64.80","10.74M","1.36%"
"01/21/2021","64.72","65.28","66.32","64.60","10.70M","-0.80%"
"01/20/2021","65.24","65.64","66.60","64.88","8.73M","-1.92%"
"01/19/2021","66.52","66.76","67.72","66.12","10.84M","-2.81%"
"01/15/2021","68.44","67.72","70.00","66.72","14.44M","2.58%"
"01/14/2021","66.72","65.40","67.08","64.56","9.42M","1.15%"
"01/13/2021","65.96","66.96","67.44","65.36","7.32M","-1.55%"
"01/12/2021","67.00","67.80","69.80","66.80","8.44M","-3.40%"
"01/11/2021","69.36","67.80","69.60","66.76","10.32M","6.06%"
"01/08/2021","65.40","65.60","67.76","64.92","11.11M","-0.91%"
"01/07/2021","66.00","67.20","67.48","66.00","9.77M","-5.98%"
"01/06/2021","70.20","69.88","72.00","66.16","18.57M","-0.51%"
"01/05/2021","70.56","74.76","74.84","69.94","11.65M","-3.34%"
"01/04/2021","73.00","67.08","75.20","67.00","17.69M","8.70%"
"12/31/2020","67.16","67.12","68.28","65.84","7.34M","-0.06%"
"12/30/2020","67.20","69.40","69.72","66.96","6.89M","-3.61%"
"12/29/2020","69.72","66.32","71.04","66.24","9.09M","3.63%"
"12/28/2020","67.28","66.52","67.36","66.24","5.02M","-0.36%"
"12/24/2020","67.52","68.52","68.56","67.50","3.51M","-2.88%"
"12/23/2020","69.52","70.88","71.06","68.24","8.26M","-4.03%"
"12/22/2020","72.44","72.92","73.92","72.04","9.10M","-1.79%"
"12/21/2020","73.76","75.12","77.88","72.24","22.32M","7.96%"
"12/18/2020","68.32","67.52","70.28","67.48","12.98M","1.97%"
"12/17/2020","67.00","68.08","68.48","66.48","9.80M","-1.41%"
"12/16/2020","67.96","70.08","70.84","67.88","10.42M","-3.25%"
"12/15/2020","70.24","71.96","72.80","70.16","10.59M","-4.62%"
"12/14/2020","73.64","69.68","73.92","69.04","9.85M","2.28%"
"12/11/2020","72.00","71.16","73.92","70.08","14.06M","3.69%"
"12/10/2020","69.44","69.36","69.88","67.54","11.55M","0.93%"
"12/09/2020","68.80","65.64","69.40","65.12","16.77M","3.68%"
"12/08/2020","66.36","69.28","69.38","66.36","7.46M","-3.60%"
"12/07/2020","68.84","69.16","69.54","68.48","7.49M","0.58%"
"12/04/2020","68.44","68.84","68.88","67.80","8.66M","-1.78%"
"12/03/2020","69.68","68.20","70.26","68.00","8.60M","0.93%"
"12/02/2020","69.04","69.52","69.52","67.56","7.65M","-0.52%"
"12/01/2020","69.40","68.04","69.68","67.60","9.51M","0.99%"
"11/30/2020","68.72","70.28","72.68","68.60","7.11M","-1.88%"
"11/27/2020","70.04","69.00","70.55","68.40","4.12M","0.69%"
"11/25/2020","69.56","72.28","73.24","69.44","6.24M","-3.66%"
"11/24/2020","72.20","71.92","73.46","71.76","8.45M","-1.69%"
"11/23/2020","73.44","73.40","74.90","72.16","8.15M","-1.29%"
"11/20/2020","74.40","74.48","74.72","72.96","7.24M","-0.21%"
"11/19/2020","74.56","75.16","76.28","73.32","7.13M","-1.06%"
"11/18/2020","75.36","72.44","76.00","71.68","9.12M","2.95%"
"11/17/2020","73.20","75.96","76.40","73.04","8.18M","-1.29%"
"11/16/2020","74.16","74.44","77.20","74.16","8.11M","-2.83%"
"11/13/2020","76.32","78.60","78.68","75.00","9.48M","-6.15%"
"11/12/2020","81.32","77.11","83.00","76.28","16.74M","7.06%"
"11/11/2020","75.96","76.60","77.60","74.52","8.22M","-2.47%"
"11/10/2020","77.88","78.28","81.20","77.68","8.49M","-2.99%"
"11/09/2020","80.28","76.32","80.44","72.88","14.98M","-2.19%"
"11/06/2020","82.08","87.20","87.28","82.04","10.65M","-6.64%"
"11/05/2020","87.92","86.56","88.92","85.76","9.13M","-1.66%"
"11/04/2020","89.40","94.00","94.24","88.80","16.30M","-8.81%"
"11/03/2020","98.04","100.60","101.24","96.76","9.74M","-5.51%"
"11/02/2020","103.76","101.32","105.20","101.00","10.38M","-2.22%"
"10/30/2020","106.12","104.72","108.04","103.08","10.02M","3.03%"
"10/29/2020","103.00","108.68","110.84","99.76","11.75M","-7.14%"
"10/28/2020","110.92","104.40","111.07","103.08","19.29M","14.26%"
"10/27/2020","97.08","96.67","98.76","95.00","8.53M","0.41%"
"10/26/2020","96.68","90.80","98.28","89.88","12.72M","9.02%"
"10/23/2020","88.68","88.24","90.64","88.08","4.73M","0.09%"
"10/22/2020","88.60","90.56","91.36","87.76","5.67M","-2.34%"
"10/21/2020","90.72","92.40","93.64","90.13","6.79M","-2.37%"
"10/20/2020","92.92","92.32","93.44","91.48","7.44M","-0.04%"
"10/19/2020","92.96","88.60","93.52","88.44","6.95M","4.36%"
"10/16/2020","89.08","88.32","89.08","86.96","5.86M","0.72%"
"10/15/2020","88.44","91.64","92.40","88.16","8.15M","0.87%"
"10/14/2020","87.68","87.80","89.04","86.32","7.40M","-1.04%"
"10/13/2020","88.60","88.40","90.36","87.84","5.85M","1.37%"
"10/12/2020","87.40","87.60","89.16","87.12","7.81M","-1.97%"
"10/09/2020","89.16","91.24","91.28","89.12","7.28M","-5.19%"
"10/08/2020","94.04","96.84","97.40","93.84","6.31M","-4.00%"
"10/07/2020","97.96","99.32","99.72","97.24","4.86M","-3.28%"
"10/06/2020","101.28","99.04","102.16","97.17","8.70M","1.40%"
"10/05/2020","99.88","102.12","103.20","99.10","5.21M","287.43%"
"10/04/2020","25.78","25.78","25.78","25.78","","0.00%"
"10/03/2020","25.78","25.78","25.78","25.78","","-75.00%"
"10/02/2020","103.12","105.24","105.52","101.16","7.48M","3.08%"
"10/01/2020","100.04","98.44","101.60","98.44","6.04M","0.44%"
"09/30/2020","99.60","98.44","100.72","97.16","6.43M","-0.16%"
"09/29/2020","99.76","101.88","102.00","98.22","5.68M","-1.66%"
"09/28/2020","101.44","101.32","102.60","101.04","4.57M","297.18%"
"09/27/2020","25.54","25.54","25.54","25.54","","0.00%"
"09/26/2020","25.54","25.54","25.54","25.54","","-75.00%"
"09/25/2020","102.16","104.88","105.68","101.52","5.91M","-2.48%"
"09/24/2020","104.76","106.92","108.00","102.96","6.86M","-1.91%"
"09/23/2020","106.80","101.08","106.88","100.60","7.32M","5.28%"
"09/22/2020","101.44","100.48","104.16","100.44","5.82M","0.79%"
"09/21/2020","100.64","101.60","106.60","100.18","9.97M","3.24%"
"09/18/2020","97.48","96.84","99.92","94.68","8.65M","-0.08%"
"09/17/2020","97.56","102.92","103.24","97.12","7.78M","-2.28%"
"09/16/2020","99.84","99.48","100.00","97.10","7.45M","-0.28%"
"09/15/2020","100.12","99.28","101.96","98.76","6.38M","-0.16%"
"09/14/2020","100.28","100.68","101.80","98.84","7.57M","292.95%"
"09/13/2020","25.52","25.52","25.52","25.52","","-75.00%"
"09/11/2020","102.08","105.56","108.72","101.96","10.65M","-5.93%"
"09/10/2020","108.52","106.36","111.12","105.44","9.80M","1.12%"
"09/09/2020","107.32","110.24","111.40","105.40","9.48M","-5.13%"
"09/08/2020","113.12","124.96","126.00","112.64","15.98M","-2.21%"
"09/04/2020","115.68","123.64","136.32","114.16","27.72M","-8.80%"
"09/03/2020","126.84","113.28","131.04","109.21","29.76M","13.49%"
"09/02/2020","111.76","108.96","112.92","108.52","10.13M","2.46%"
"09/01/2020","109.08","107.40","109.84","106.56","7.24M","1.56%"
"08/31/2020","107.40","105.20","108.36","102.72","9.08M","319.86%"
"08/30/2020","25.58","25.58","25.58","25.58","","-75.00%"
"08/28/2020","102.32","104.08","108.44","100.64","8.72M","-0.54%"
"08/27/2020","102.88","98.76","110.80","97.72","13.46M","3.17%"
"08/26/2020","99.72","96.96","100.36","94.56","7.42M","2.21%"
"08/25/2020","97.56","98.40","101.30","96.92","6.56M","-0.53%"
"08/24/2020","98.08","95.80","99.14","95.52","6.88M","298.21%"
"08/23/2020","24.63","24.63","24.63","24.63","","0.00%"
"08/22/2020","24.63","24.63","24.63","24.63","","-75.00%"
"08/21/2020","98.52","99.76","100.16","97.94","6.43M","0.53%"
"08/20/2020","98.00","102.96","103.36","97.60","8.86M","-1.09%"
"08/19/2020","99.08","96.52","99.76","95.80","8.91M","1.81%"
"08/18/2020","97.32","97.52","99.72","96.40","5.53M","-1.06%"
"08/17/2020","98.36","99.56","100.40","97.68","4.90M","-3.34%"
"08/14/2020","101.76","102.92","103.76","101.24","6.76M","-0.27%"
"08/13/2020","102.04","102.68","103.40","99.60","7.13M","-0.08%"
"08/12/2020","102.12","103.72","104.12","101.26","7.09M","-5.27%"
"08/11/2020","107.80","100.60","108.56","100.12","9.03M","4.66%"
"08/10/2020","103.00","104.56","106.20","102.64","6.44M","288.24%"
"08/09/2020","26.53","26.53","26.53","26.53","","0.00%"
"08/08/2020","26.53","26.53","26.53","26.53","","-75.00%"
"08/07/2020","106.12","108.24","108.56","105.08","7.38M","-0.79%"
"08/06/2020","106.96","108.44","109.32","106.60","5.41M","-1.11%"
"08/05/2020","108.16","108.72","110.32","107.80","5.12M","-2.10%"
"08/04/2020","110.48","113.44","113.44","110.12","4.92M","-2.95%"
"08/03/2020","113.84","113.24","115.03","112.44","5.01M","299.16%"
"08/02/2020","28.52","28.52","28.52","28.52","","-75.00%"
"07/31/2020","114.08","113.68","119.72","113.52","7.69M","-2.33%"
"07/30/2020","116.80","119.44","125.08","116.00","8.13M","2.21%"
"07/29/2020","114.28","115.08","116.36","113.68","5.24M","-2.06%"
"07/28/2020","116.68","117.32","118.32","112.92","6.42M","-0.58%"
"07/27/2020","117.36","119.16","120.74","117.08","5.21M","289.00%"
"07/26/2020","30.17","30.17","30.17","30.17","","0.00%"
"07/25/2020","30.17","30.17","30.17","30.17","","-75.00%"
"07/24/2020","120.68","124.08","125.82","120.56","8.25M","0.33%"
"07/23/2020","120.28","115.60","122.72","114.80","8.79M","3.12%"
"07/22/2020","116.64","118.60","120.36","116.52","5.63M","-1.12%"
"07/21/2020","117.96","114.00","119.40","112.60","9.01M","0.89%"
"07/20/2020","116.92","120.88","121.56","114.92","6.72M","-4.54%"
"07/17/2020","122.48","125.72","126.92","122.28","4.79M","-3.59%"
"07/16/2020","127.04","132.28","132.28","126.40","6.89M","-1.55%"
"07/15/2020","129.04","128.88","134.72","128.52","7.14M","-2.86%"
"07/14/2020","132.84","141.08","144.04","132.48","11.53M","-5.76%"
"07/13/2020","140.96","127.24","141.56","126.92","8.62M","9.61%"
"07/10/2020","128.60","133.12","135.91","128.52","5.72M","-2.75%"
"07/09/2020","132.24","130.36","138.04","129.32","8.08M","1.57%"
"07/08/2020","130.20","131.56","135.84","129.84","6.19M","-2.52%"
"07/07/2020","133.56","130.20","134.00","126.66","6.16M","3.44%"
"07/06/2020","129.12","125.08","130.62","124.76","5.90M","-0.12%"
"07/02/2020","129.28","126.20","130.32","124.12","6.98M","-1.73%"
"07/01/2020","131.56","133.48","135.64","130.64","6.21M","-3.12%"
"06/30/2020","135.80","143.99","144.40","134.40","6.74M","-4.85%"
"06/29/2020","142.72","147.52","152.39","142.48","6.24M","-4.85%"
"06/26/2020","150.00","141.80","151.72","141.28","11.17M","5.96%"
"06/25/2020","141.56","149.32","152.52","141.00","8.96M","-3.62%"
"06/24/2020","146.88","142.80","153.36","138.76","16.09M","6.59%"
"06/23/2020","137.80","134.08","138.84","133.67","7.52M","-1.82%"
"06/22/2020","140.36","148.60","150.56","139.92","8.56M","-4.88%"
"06/19/2020","147.56","141.76","152.52","140.60","10.77M","1.60%"
"06/18/2020","145.24","150.16","151.72","145.12","6.50M","-1.81%"
"06/17/2020","147.92","146.32","152.08","145.60","8.52M","0.30%"
"06/16/2020","147.48","141.12","156.05","139.96","13.36M","-2.25%"
"06/15/2020","150.88","168.88","174.48","149.48","10.04M","-2.56%"
"06/12/2020","154.84","153.60","180.12","149.68","17.01M","-6.97%"
"06/11/2020","166.44","138.28","169.20","132.52","25.92M","33.67%"
"06/10/2020","124.52","126.00","128.40","119.60","7.59M","-0.45%"
"06/09/2020","125.08","122.76","126.01","121.84","5.99M","4.86%"
"06/08/2020","119.28","116.08","120.44","115.84","4.15M","2.23%"
"06/05/2020","116.68","115.84","118.32","115.32","6.92M","-5.42%"
"06/04/2020","123.36","125.16","126.32","119.72","7.25M","-0.80%"
"06/03/2020","124.36","127.52","128.16","123.76","6.21M","-4.31%"
"06/02/2020","129.96","132.88","134.61","129.84","5.70M","-2.78%"
"06/01/2020","133.68","136.24","136.76","132.92","3.87M","0.88%"
"05/29/2020","132.52","138.64","141.16","132.52","8.15M","-3.92%"
"05/28/2020","137.92","134.24","139.18","132.54","5.82M","4.01%"
"05/27/2020","132.60","131.84","141.40","131.58","6.66M","-2.01%"
"05/26/2020","135.32","130.92","136.42","130.48","4.80M","-1.51%"
"05/22/2020","137.40","139.60","141.72","136.80","3.84M","-0.95%"
"05/21/2020","138.72","135.28","141.52","133.40","6.08M","2.91%"
"05/20/2020","134.80","137.44","140.36","134.80","8.11M","-6.47%"
"05/19/2020","144.12","137.72","144.40","134.68","5.76M","5.23%"
"05/18/2020","136.96","136.40","139.68","135.24","6.33M","-6.45%"
"05/15/2020","146.40","157.00","159.84","146.40","6.31M","-2.32%"
"05/14/2020","149.88","166.28","171.44","149.88","8.68M","-5.50%"
"05/13/2020","158.60","145.36","164.64","142.36","10.83M","10.45%"
"05/12/2020","143.60","126.51","144.00","125.68","6.11M","10.06%"
"05/11/2020","130.48","143.56","143.90","130.00","4.73M","-6.67%"
"05/08/2020","139.80","145.84","146.92","139.80","4.89M","-6.73%"
"05/07/2020","149.88","151.52","152.38","148.72","4.41M","-4.44%"
"05/06/2020","156.84","151.92","157.10","150.83","3.79M","1.40%"
"05/05/2020","154.68","154.80","155.80","150.24","4.46M","-3.95%"
"05/04/2020","161.04","170.32","172.00","160.72","3.38M","-2.26%"
"05/01/2020","164.76","164.40","168.28","161.24","5.16M","8.77%"
"04/30/2020","151.48","149.96","156.88","149.76","4.27M","3.17%"
"04/29/2020","146.82","147.44","148.04","143.40","5.05M","-6.05%"
"04/28/2020","156.28","148.40","158.27","147.84","5.67M","1.59%"
"04/27/2020","153.84","161.84","161.88","151.64","5.77M","-7.37%"
"04/24/2020","166.08","172.68","175.20","165.84","3.69M","-5.76%"
"04/23/2020","176.24","173.92","179.52","170.80","4.64M","-0.29%"
"04/22/2020","176.76","178.88","182.32","174.84","4.03M","-4.80%"
"04/21/2020","185.68","184.16","192.60","182.88","6.53M","8.36%"
"04/20/2020","171.36","164.68","172.00","160.52","4.82M","9.71%"
"04/17/2020","156.20","156.24","161.68","155.24","4.49M","-4.15%"
"04/16/2020","162.96","163.36","167.72","161.32","4.67M","0.82%"
"04/15/2020","161.64","160.00","165.72","157.30","5.21M","8.02%"
"04/14/2020","149.64","153.60","154.48","148.00","4.49M","-8.11%"
"04/13/2020","162.84","165.20","169.72","162.48","3.71M","-2.07%"
"04/09/2020","166.28","168.52","171.56","165.50","5.85M","-1.96%"
"04/08/2020","169.60","171.36","174.88","167.68","5.22M","-2.33%"
"04/07/2020","173.64","163.64","174.64","163.12","7.01M","2.84%"
"04/06/2020","168.84","168.44","172.28","166.08","4.95M","-7.13%"
"04/03/2020","181.80","188.00","191.40","180.00","6.68M","-4.03%"
"04/02/2020","189.44","198.32","201.60","188.82","5.38M","-5.69%"
"04/01/2020","200.88","197.68","203.56","188.24","4.76M","8.58%"
"03/31/2020","185.00","196.00","197.04","181.68","7.88M","-4.89%"
"03/30/2020","194.52","202.08","207.60","194.32","8.00M","-3.89%"
"03/27/2020","202.40","201.36","202.88","193.64","5.86M","10.92%"
"03/26/2020","182.48","196.60","198.84","182.44","7.81M","-10.37%"
"03/25/2020","203.60","192.72","210.68","190.68","6.34M","7.95%"
"03/24/2020","188.60","167.44","190.96","158.00","9.11M","-7.78%"
"03/23/2020","204.52","229.48","236.16","197.00","9.85M","-15.56%"
"03/20/2020","242.20","237.52","252.32","210.08","14.76M","-2.34%"
"03/19/2020","248.00","295.20","307.60","223.60","20.71M","-10.14%"
"03/18/2020","276.00","263.80","315.36","247.40","18.96M","17.93%"
"03/17/2020","234.04","230.32","250.48","216.92","12.30M","-1.18%"
"03/16/2020","236.84","220.00","247.88","206.16","12.15M","37.06%"
"03/13/2020","172.80","168.48","197.72","168.08","16.48M","-8.78%"
"03/12/2020","189.44","180.40","195.12","166.20","16.28M","22.50%"
"03/11/2020","154.64","147.36","157.80","145.40","12.34M","13.34%"
"03/10/2020","136.44","132.00","148.64","131.08","14.98M","-7.71%"
"03/09/2020","147.84","162.60","164.68","140.64","18.69M","23.94%"
"03/06/2020","119.28","126.64","130.72","116.96","35.21M","11.77%"
"03/05/2020","106.72","100.72","110.72","98.56","30.42M","16.00%"
"03/04/2020","92.00","93.60","97.16","90.96","21.86M","-5.93%"
"03/03/2020","97.80","87.80","100.32","84.34","31.36M","10.99%"
"03/02/2020","88.12","88.80","94.42","87.64","28.02M","-3.42%"
"02/28/2020","91.24","98.84","100.00","90.72","36.55M","3.68%"
"02/27/2020","88.00","82.60","88.00","80.44","42.26M","16.22%"
"02/26/2020","75.72","74.88","78.56","72.28","33.54M","-2.12%"
"02/25/2020","77.36","68.24","79.40","67.72","44.98M","9.45%"
"02/24/2020","70.68","68.64","71.00","65.40","36.22M","18.59%"
"02/21/2020","59.60","57.92","61.20","57.36","21.63M","6.13%"
